id	author	title	translator	year	publisher	pub_place
1049	Choderlos de Laclos, Pierre Ambroise François	Les liaisons dangereuses	Dowson, Ernest Christopher	1998	Doubleday	New York
1050	Neal, Lisa	Classic French love poems (illustrations by Maurice Leloir.)	NA	1998	Hippocrene Books	New York
1051	Richard, Claude	American letters	Bové, Carol Mastrangelo	1998	University of Pennsylvania Press	Philadelphia, PA
1052	Modiano, Patrick	Out of the dark	Stump, Jordan	1998	University of Nebraska Press	Lincoln, NEBR
1053	Makine, Andreï	Dreams of my Russian summers	Strachan, Geoffrey	1998	Scribner Paperback Fiction	New York
1054	Thomas, Jean-Jacques;;Winspur, Steven	Poeticized language : the foundations of contemporary French poetry	NA	1999	Pennsylvania State University Press	University Park, PA
1055	Boysson-Bardies, Bénédicte de	How language comes to children : from birth to two years	De Bevoise, M. B.	1999	Mit Press	Cambridge, MASS
1056	Maalouf, Amin	The gardens of light : a novel	Blair, orothy S.	1999	Interlink Books	New York
1057	Bosquet, Alain;;Yaşar Kemal	Yaşar Kemal on his life and art	Hébert, Eugene Lyons;;Tharaud, Barry	1999	Syracuse University Press	Syracuse, N.Y.
1058	Jacq, Christian	Under the western acacia	Feeney, Mary	1999	Warner Books	New York
1059	Perec, Georges;;Mathews, Harry;;Roubaud, Jacques	53 days : a novel	Bellos, David	1999	David R. Godine	Boston, MASS
1060	Marivaux, Pierre de	Marivaux : three plays	Wadsworth, Stephen	1999	Smith and Kraus	Lyme, N.H.
1061	Condé, Maryse	Land of many colors;;Nanna-ya	Ball, Nicole	1999	University of Nebraska Press	Lincoln, NEBR
1062	Dupont, Florence	The invention of literature : from Greek intoxication to the Latin book	Lloyd, Janet	1999	Johns Hopkins University Press	Baltimore, MD
1063	Glissant, Edouard	Faulkner, Mississippi	Lewis, Barbara;;Spear, Thomas c.	1999	Farrar Straus Giroux	New York
1064	Bernanos, Georges	The heroic face of innocence : three stories  (Joan, heretic and saint / translated by R. Batchelor -- Sermon of an agnostic on the feast of St. Thérèse / translated by Pamela Morris and David Louis Schindler, Jr. -- Dialogues of the Carmelites / translated by Michael Legat)	Batchelor, R.;;et al.	1999	W.B. Eerdmans	Grand Rapids, MICH
1065	Martin Du Gard, Roger	Lieutenant-colonel de Maumort	Brébion, Luc;;Crouse, Timothy	1999	Alfred A. Knopf	New York
1066	Condé, Maryse;;Philcox, Richard	Windward heights	NA	1998	Soho	New York
1067	Cochran, Judy;;Linkhorn, Renée	Belgian women poets : an anthology	NA	2000	Lang	New York
1068	Lyotard, Jean-François	Signed, Malraux	Harvey, Robert	1999	University of Minnesota Press	Minneapolis, MINN
1069	Constant, Benjamin	Adolphe ; and, The red notebook	NA	1999	Transaction Publishers	New Brunswick, N.J.
1070	Molière	Molière, four plays : The bourgeois gentleman -- The doctor in spite of himself -- The affected damsels -- The miser (regular) edition) -- The miser (short edition).	Pergolizzi, Carl Milo	1999	International Pocket Library	Boston, MASS
1071	Chamoiseau, Patrick	Chronicle of the seven sorrows = Chronique des sept misères	Coverdale, Linda	1999	University of Nebraska Press	Lincoln, NEBR
1072	Hollier, Denis;;Mehlman, Jeffrey	Literary debate : texts and contexts	Goldhammer, Arthur	1999	New Press	New York
1073	Champetier, Joël	The dragon's eye	Trudel, Jean-Louis	1999	Tor	New York
1074	Deforges, Régine	The storm ; and, Other erotica	NA	1999	Grove Press	New York
1075	Ayala, Roselyne de;;Guéno, Jean-Pierre	Illustrated letters : artists and writers correspond	Goodman, John	1999	Harry N. Abrams	New York
1076	Alexis, Jacques Stéphen	General Sun, my brother	Coates, Carrol F.	1999	University Press of Virginia	Charlottesville, VA
1077	Lehmann, Christian	Ultimate game	Rodarmor, William	1999	David R. Godine	Boston, MASS
1078	Rufin, Jean-Christophe	The Abyssinian	Wood, Willard	1999	Norton	New York
1079	Michel, Jean-Claude	The black surrealists	NA	2000	Lang	New York
1080	Delerm, Philippe	We could almost eat outside : an appreciation of life's small pleasures	Hamp, Sarah	1999	Picador USA	New York
1081	Makine, Andreï	The crime of Olga Arbyelina	Strachan, Geoffrey	1999	Arcade	New York
1082	Cixous, Hélène	The third body	Cohen, Keith	1999	Hydra Books/Northwestern University Press	Evanston, ILL
1083	Leduc, Violette	Mad in pursuit	Coltman, Derek	1999	Riverhead Books	New York
1084	Norac, Carl	Hello, sweetie pie	NA	2000	Random House	New York
1085	Cazenave, Odile Marie	Rebellious women: the new generation of female African novelists	NA	1999	Lynne Rienner	Boulder, COLO
1086	Sigaud, Dominique	Somewhere in a desert	NA	1998	Arcade	New York
1087	Kundera, Milan	The art of the novel	NA	2000	Harper Perennial	New York
1088	Herman, József	Vulgar Latin	Wright, Roger	2000	Pennsylvania State University Press	University Park, PA
1089	Clement, Catherine	Theo's odyssey	Cox, Steve;;Schwartz, Ros	1999	Arcade	New York
1090	Montesquieu, Charles Louis de Secondat de	The Persian letters	Healy, George R.	1999	Hackett	Indianapolis, IND
1091	Larsen, Anne R.;;Winn, Colette H.	Writings by pre-revolutionary French women	NA	2000	Garland	New York
1092	Bernanos, Georges	Monsieur Ouine	Bush, William	2000	University of Nebraska Press	Lincoln, NEBR
1093	Rousseau, Jean-Jacques	The reveries of the solitary walker;;Botanical writings;;Letter to Franquières	Butterworth, Charles E.;;Cook, Alexandra Parma;;Marshall, Terence	2000	University Press of New England	Hanover, N.H.
1094	Balzac, Honoré de	Selected short stories (An episode during the Terror; A passion in the desert; The revolutionary conscript; The unknown masterpiece; The forsaken woman; Facino Cane)	Appelbaum, Stanley	1999	Dover Publications	Mineola, N.Y.
1095	Mokeddem, Malika;;Marcus, K. Melissa	Of dreams and assassins	Marcus, K. Melissa	2000	University Press of Virginia	Charlottesville, VA
1096	Molière	Tartuffe	NA	2000	Dover Publications	Mineola, N.Y.
1097	Giono, Jean	Blue boy	Clarke, Katherine Allen	2000	Counterpoint	Washington, D.C.
1098	Vincent, Gabrielle	A day, a dog	NA	1999	Front Street	Asheville, N.C.
1099	Daudet, Alphonse;;Flaubert, Gustave;;Maupassant, Guy de;;Mérimée, Prosper;;Nerval, Gérard de;;Zola, Émile;;Appelbaum, Stanley	Nineteenth-century French short stories (Mateo Falcone; Sylvie; The Pope's mule; Herodias; The attack on the mill; Miss Pearl)	Appelbaum, Stanley	2000	Dover Publications	New York
1100	La Fontaine, Jean de	Selected fables	Thornbury, Walter	2000	Dover Publications	Mineola, N.Y.
1101	Kristeva, Julia	The sense and non-sense of revolt	Herman, Jeanine	2000	Columbia University Press	New York
1102	Saint-Exupéry, Antoine de	The little prince	Howard, Richard	2000	Harcourt	San Diego, CALIF
1103	Dorsinville, Roger	The rule of Francois ("Papa Doc") Duvalier in two novels by Roger Dorsinville: realism and magic realism in Haiti	Dorsinville, Max	2000	Edwin Mellen Press	Lewiston, N.Y.
1104	Bove, Emmanuel	Armand	Louth, Janet	2000	Marlboro Press	Evanston, ILL
1105	Bove, Emmanuel	My friends	Louth, Janet	2000	Marlboro Press	Evanston, ILL
1106	Bayard, Pierre	Who killed Roger Ackroyd? : the mystery behind the Agatha Christie mystery	Cosman, Carol	2000	New Press	New York
1107	Wèrèwèrè-Liking Gnepo	It shall be of jasper and coral; and, Love-across-a-hundred-lives : two novels	De Jager, Marjolijn	2000	University Press of Virginia	Charlottesville, VA
1108	Reza, Yasmina	Hammerklavier	Cosman, Carol;;McMillan, Catherine	2000	G. Braziller	New York
1109	Hol, Coby	The birth of the moon	Kazeroid, Sibylle	2000	North-South Books	New York
1110	Schwarz-Bart, André	The last of the just : a novel	Becker, Stephen	2000	Overlook Press	Woodstock, N.Y.
1111	Jacob, Max;;Kulik, William T.	The selected poems of Max Jacob	NA	1999	Oberlin College Press	Oberlin, OHIO
1112	Out el Kouloub	Three tales of love and death	Atiya, Nayra	2000	Syracuse University Press	Syracuse, N.Y.
1113	Rambaud, Patrick	The battle	Hobson, Will	2000	Grove Press	New York
1114	Ben Jelloun, Tahar	The sacred night	Sheridan, Alan	2000	Johns Hopkins University Press	Baltimore, MD
1115	Hocquard, Emmanuel	Codicil ; & Plan for pond 4 : two works	DiPalma, Ray;;Valéry, Juliette	1999	Post-Apollo Press	Sausalito, CALIF
1116	Sanvoisin, Éric.	A straw for two	Moroz, Georges	1999	Delacorte Press	New York
1117	Queneau, Raymond	Stories & remarks	Lowenthal, Marc	2000	University of Nebraska Press	Lincoln, NEBR
1118	Blanchot, Maurice;;Derrida, Jacques	The instant of my death	Rottenberg, Elizabeth	2000	Stanford University Press	Stanford, CALIF
1119	Hugo, Victor	Der mensh ṿos lakhṭ : roman in tsṿey bend	NA	1999	Farlag Maḳs Yanḳoṿits	Nyu-Yorḳ
1120	Colette	The pure and the impure	Briffault, Herma	2000	New York Review Books	New York
1121	Morgenstern, Susie	A book of coupons	Rosner, Gill	2001	Viking	New York
1122	Piquemal, Michel;;et al.	Abbeville animals : panda	NA	2000	Abbeville Press	New York
1123	Banks, Kate	A gift from the sea	NA	2001	Frances Foster Books	New York
1124	Sebbar, Leïla	Silence on the shores	Mortimer, Mildred P.	2000	University of Nebraska Press	Lincoln, NEBR
1125	Lamarche, Caroline	Night in the afternoon and other erotica : Night in the afternoon -- Paso Doble -- The island -- The man with a rooster -- Black country.	Curtis, Howard	2000	Grove Press	New York
1126	Condé, Maryse	Desirada	Philcox, Richard	2000	Soho	New York
1127	Ardalan, Haydé	Milton	NA	2000	Chronicle Books	San Francisco, CALIF
1128	Challes, Robert;;De Sola, Anne	The illustrious French lovers	Aubin, Penelope	2000	Edwin Mellen Press	Lewiston, N.Y.
1129	Makine, Andreï	Confessions of a fallen standard-bearer	Strachan, Geoffrey	2000	Arcade	New York
1130	Gide, André	Journals : v. 1. 1889-1913 -- v. 2. 1914-1927 -- v. 3. 1928-1939 -- v. 4. 1939-1949.	O'Brien, Justin	2000	University of Illinois Press	Urbana, ILL
1131	Judes, Marie-Odile	Max, the stubborn little wolf	Robins, Joan	2001	Harper Collins Publishers	New York
1132	Molière	Don Juan: comedy in five acts, 1665	Wilbur, Richard	2001	Harcourt Brace Jovanovich	San Diego, CALIF
1133	Villon, François	The legacy ; The testament	Simpson, Louis Aston Marantz	2000	Story Line Press	Ashland, OR
1134	Virilio, Paul	A landscape of events	Rose, Julie	2000	Mit Press	Cambridge, MASS
1135	Dongala, Emmanuel	Little boys come from the stars	Réjouis, Joël;;Vinokurov, Val	2001	Farrar Straus Giroux	New York
1136	Clement, Catherine	Martin and Hannah	Smith, Julia Shirek	2001	Prometheus Books	Amherst, N.Y.
1137	Savigneau, Josyane	Carson McCullers : a life	Howard, Joan E.	2001	Houghton Mifflin	Boston, MASS
1138	Biro, Adam	Two Jews on a train : stories from the old country and the new	Tihanyi, Catherine	2001	University of Chicago Press	Chicago, ILL
1139	Dorsinville, Roger;;Dorsinville, Max	Post colonial stories by Roger Dorsinville: In the shadow of Conrad's Marlow	NA	2001	Edwin Mellen Press	Lewiston, N.Y.
1140	Rufin, Jean-Christophe	The siege of Isfahan	Wood, Willard	2001	W.W. Norton	New York
1141	Blanchot, Maurice	Faux pas	Mandell, Charlotte	2001	Stanford University Press	Stanford, CALIF
1142	Dumas, Alexandre	The three musketeers	Le Clercq, Jacques Georges Clemenceau	2001	Modern Library	New York
1143	Lyotard, Jean-François	Soundproof room : Malraux's anti-aesthetics	Harvey, Robert	2001	Stanford University Press	Stanford, CALIF
1144	Molière	The bourgeois gentleman	NA	2001	Dover Publications	Mineola, N.Y.
1145	Bernanos, Georges	Under Satan's sun	Whitehouse, J. C.	2001	University of Nebraska Press	Lincoln, NEBR
1146	Mallarmé, Stéphane;;Caws, Mary Ann	Mallarmé in prose	Anderson, Jill;;et al.	2001	New Directions	New York
1147	Malroux, Claire	A long-gone sun: a poem	Hacker, Marilyn	2000	Sheep Meadow Press	Riverdale-on-Hudson, N.Y.
1148	Markale, Jean	Courtly love : the path of sexual initiation	Graham, Jon	2000	Inner Traditions	Rochester, VT
1149	Dib, Mohammed	The savage night	Dickson, C.	2001	University of Nebraska Press	Lincoln, NEBR
1150	Jacq, Christian	The wise woman	NA	2000	Pocket Books	New York
1151	Darrieussecq, Marie	Undercurrents : a novel	Coverdale, Linda	2001	New Press	New York
1152	Glissant, Edouard	The fourth century	Wing, Betsy	2001	University of Nebraska Press	Lincoln, NEBR
1153	Hugo, Victor;;Blackmore, A. M.;;Blackmore, E. H.	Selected poems of Victor Hugo	NA	2001	University of Chicago Press	Chicago, ILL
1154	Echenoz, Jean	I'm gone : a novel	Polizzotti, Mark	2001	New Press	New York
1155	Grenier, Roger	Piano music for four hands	Kaplan, Alice Yaeger	2001	University of Nebraska Press	Lincoln, NEBR
1156	Diderot, Denis	Rameau's nephew and other works	Barzun, Jacques;;Bowen, Ralph Henry	2001	Hackett	Indianapolis, IND
1157	Proust, Marcel;;Neugroschel, Joachim	The complete short stories of Marcel Proust	NA	2001	Cooper Square Press	New York
1158	Hugo, Victor	The hunchback of Notre-Dame	Cobb, Walter J.	2001	Signet Classics	New York
1159	Voltaire	Candide, Zadig, and other stories	Frame, Donald Murdoch	2001	Signet Classics	New York
1160	Richaud, Frédéric	Gardener to the king : a novel	Bray, Barbara	2000	Arcade	New York
1161	Giguère, Francine;;Musset, Alfred de;;Blackmore, E. H.;;et al.	Twelve plays	NA	2001	Edwin Mellen Press	Lewiston, N.Y.
1162	Kourouma, Ahmadou	Waiting for the vote of the wild animals	Coates, Carrol F.	2001	University Press of Virginia	Charlottesville, VA
1163	Saint-Exupéry, Consuelo de	The tale of the rose : the passion that inspired The Little Prince	Allen, Esther	2001	Random House	New York
1164	Fuentes, Norberto;;Herrera Sotolongo, Roberto	Ernest Hemingway rediscovered	NA	2000	Barron's	Hauppauge, N.Y.
1165	Branyon, Richard A.	A treasury of French love : poems, quotations & proverbs in French and English	NA	1995	Hippocrene Books	New York
1166	Maupassant, Guy de;;Boyd, Ernest Augustus	The collected novels and stories of Guy de Maupassant	Boyd, Ernest Augustus	2001	Alfred A. Knopf	New York
1167	Balzac, Honoré de	The unknown masterpiece;;Gambara	Howard, Richard	2001	New York Review Books	New York
1168	Guedj, Denis	The measure of the world	Goldhammer, Arthur	2001	University of Chicago Press	Chicago, ILL
1169	Laye, Camara	The radiance of the king	Kirkup, James	2001	New York Review Books	New York
1170	Baronian, Jean-Baptiste	Will you still love me?	NA	2001	Chronicle Books	San Francisco, CALIF
1171	Bénabou, Marcel;;Rendall, Steven	Dump this book while you still can!	Rendall, Steven	2001	University of Nebraska Press	Lincoln, NEBR
1172	Camus, Albert	The stranger	Ward, Matthew	2001	Wheeler Publishing	Rockland, ME
1173	Rachline, François	Don Juan's wager	Fairfield, Susan	2001	Other Press	New York
1174	Constant, Paule	Trading secrets	Wing, Betsy	2001	University of Nebraska Press	Lincoln, NEBR
1175	Hugo, Victor	Victor Hugo's Les miserables: the classic story of the Triumph of grace and redemption	Reimann, Jim	2001	World Pub.	Nashville, TENN
1176	Marin, Louis	On representation	Porter, Catherine	2001	Stanford University Press	Stanford, CALIF
1177	Gide, André	The immoralist	Watson, David	2001	Penguin	New York
1178	Colette	The complete Claudine: Claudine at school; Claudine in Paris; Claudine married; Claudine and Annie	White, Antonia	2001	Farrar Straus Giroux	New York
1179	Colette	The vagabond	MacLeod, Enid	2001	Farrar Straus Giroux	New York
1180	Portugal, Anne	Nude	Cole, Norma	2001	Kelsey St. Press	Berkeley, CALIF
1181	Quint, Michel	In our strange gardens	Bray, Barbara	2001	Riverhead Books	New York
1182	Zola, Émile	Truth	Vizetelly, Ernest Alfred	2001	Prometheus Books	Amherst, N.Y.
1183	Feydeau, Georges	Feydeau, first to last: eight one act comedies (Ladies' man; Wooed and viewed; Romance in A flat; Fit to be tried, or, Stepbrothers in crime; Mixed doubles; The boor hug; Caught with his trance down; Tooth and consequences, or, Hortense said: "No skin off my ass!")	Shapiro, Norman R.	2001	Applause	New York
1184	Villiers de l'Isle-Adam, Philippe-Auguste de	Tomorrow's Eve	Adams, Robert Martin	2001	University of Illinois Press	Urbana, ILL
1185	Dumas, Alexandre	The three musketeers	Barrow, William	1999	Alfred A. Knopf	New York
1186	La Fontaine, Jean de	Fables	Marsh, Edward Howard	2001	Alfred A. Knopf	New York
1187	La Rochefoucauld, François de	Seneca unmasqued: a bilingual edition of Aphra Behn's translation of La Rochefoucauld's Maximes	Behn, Aphra	2001	AMS Press	New York
1188	Ernaux, Annie	Shame	Leslie, Tanya	1998	Seven Stories Press	New York
1189	Vian, Boris	I spit on your graves	NA	1999	TamTam Books	Los Angeles, CALIF
1190	Fante, Dan	Chump change	NA	1998	Sun Dog Press	Northville, MICH
1191	Claverie, Jean;;Nikly, Michelle	The perfume of memory	NA	1998	A.A. Levine Books	New York
1192	Ouaknin, Marc-Alain	Mysteries of the alphabet : the origins of writing	Bacon, Josephine	1999	Abbeville Press	New York
1193	Chamoiseau, Patrick;;Laguarigue, Jean-Luc de	Seven dreams of Elmira : a tale of Martinique : being the confessions of an old worker at the Saint-Etienne Distillery	Polizzotti, Mark	1999	Zoland Books	Cambridge, MASS
1194	Mansour, Joyce	Torn apart = Déchirures	Gavronsky, Serge	1999	Bitter Oleander Press	Fayetteville, N.Y.
1195	Racine, Jean	Phèdre	Hughes, Ted	1999	Farrar Straus Giroux	New York
1196	Dahan, André	Squiggle's tale	NA	2000	Chronicle Books	San Francisco, CALIF
1197	Wiesel, Elie	And the sea is never full: memoirs (1969)	Wiesel, Marion	1999	Alfred A. Knopf	New York
1198	Deleuze, Gilles	Proust and signs : the complete text	Howard, Richard	2000	University of Minnesota Press	Minneapolis, MINN
