id	author	title	translator	year	publisher	pub_place
396	Kateb, Yacine	Nedjma	NA	1991	University Press of Virginia	Charlottesville, VA
397	Sarraute, Nathalie	The age of suspicion : essays on the novel /	NA	1990	G. Braziller	New York
398	Sarraute, Nathalie	Portrait of a man unknown /	NA	1990	G. Braziller	New York
399	Memmi, Albert	The pillar of salt	Roditi, Edouard	1992	Beacon Press	Boston, MASS
400	Beauvoir, Simone de	The prime of life : the autobiography of Simone de Beauvoir /	NA	1992	Paragon House	New York
401	Barthes, Roland	On Racine /	NA	1992	University of California Press	Berkeley, CALIF
402	Sartre, Jean-Paul	Troubled sleep	NA	1992	Vintage Books	New York
403	Sartre, Jean-Paul	The reprieve	NA	1992	Vintage Books	New York
404	Sartre, Jean-Paul	The age of reason	NA	1992	Vintage Books	New York
405	Beauvoir, Simone de	All men are mortal : a novel /	NA	1992	Norton	New York
406	Beauvoir, Simone de	Force of circumstance : the autobiography of Simone de Beauvoir /	NA	1992	Paragon House	New York
407	Saint-Exupéry, Antoine de	The little prince	Woods, Katherine	1993	Harcourt Brace Jovanovich	San Diego, CALIF
408	Simenon, Georges	Maigret bides his time	NA	1993	Thorndike Press	Thorndike, ME
409	Simenon, Georges	Maigret and the burglar's wife	NA	1993	Thorndike Press	Thorndike, ME
410	Cahen, Emile;;Couat, Auguste	Alexandrian poetry under the first three Ptolemies, 324-222 B.C. /	NA	1991	Ares Publishers	Chicago, ILL
411	Michaux, Henri;;Ball, David	Darkness moves : an Henri Michaux anthology, 1927-1984	NA	1994	University of California Press	Berkeley, CALIF
412	La Fayette, Marie Madeleine de	The Princess of Clèves	Lyons, John D.	1994	W.W. Norton	New York
413	Eliade, Mircea	Bengal nights	Spencer, Catherine	1994	University of Chicago Press	Chicago, ILL
414	Cixous, Hélène	The terrible but unfinished story of Norodom Sihanouk, King of Cambodia	MacCannell, Juliet Flower;;et al.	1994	University of Nebraska Press	Lincoln, NEBR
415	Musset, Alfred de	Comedies and proverbs (introduction and translation by David Sices)	Sices, David	1994	Johns Hopkins University Press	Baltimore, MD
416	Jacob, Max	The story of King Kabul the First and Gawain the kitchen-boy; followed by Vulcan's crown	Black, Moishe;;Green, Maria	1994	University of Nebraska Press	Lincoln, NEBR
417	Franck, Dan	Separation : a novel	Rothschild, Jon	1994	Alfred A. Knopf	New York
418	Simenon, Georges	Maigret and the madwoman	Ellenbogen, Eileen	1994	Thorndike Press	Thorndike, ME
419	Martin, Henri-Jean	The history and power of writing	Cichrane, Lydia G.	1994	University of Chicago Press	Chicago, ILL
420	Paganini-Ambord, Maria	Reading Proust : in search of the wolf fish	Litherland, Caren;;et al.	1994	University of Minnesota Press	Minneapolis, MINN
421	Perrault, Charles;;et al.;;Haviland, Virginia	Favorite fairy tales told in France;;The twelve dancing princesses; Puss in Boots; Beauty and the Beast; The Sleeping Beauty in the wood; Drakestail	NA	1994	Beech Tree Paperback Books	New York
422	Masurel, Claire	Good night!	NA	1994	Chronicle Books	San Francisco, CALIF
423	Milosz, Oscar Władisław de Lubicz	Amorous initiation: a novel of sacred and profane love: an excerpt from the memoirs of the Chevalier Waldemar de L--	Burke, Belle N.	1994	Inner Traditions	Rochester, VT
424	Kaufmann, Vincent	Post scripts : the writer's workshop	Triesman, Deborah	1994	Harvard University Press	Cambridge, MASS
425	Feydeau, Georges	Five by Feydeau	Marcoux, J. Paul	1994	Lang	New York
426	Cixous, Hélène;;Sellers, Susan	The Hélène Cixous reader	NA	1994	Routledge	New York
427	Grégoire, Caroline	Uglypuss	Wen, George	1994	H. Holt	New York
428	Dumas, Alexandre;;Felder, Deborah G.	The three musketeers	NA	1994	Random House	New York
429	Guibert, Hervé	The compassion protocol	Kirkup, James	1994	G. Braziller	New York
430	Zola, Émile	Germinal	Ellis, Havelock	1994	Vintage Books	New York
431	Chevrel, Yves	Comparative literature today: methods and perspectives	Dahab, Farida Elizabeth	1994	T. Jefferson University Press	Kirksville, MO
432	Breton, André	Earthlight	Rogow, Zack;;Zavatsky, Bill	1993	Sun & Moon Press	Los Angeles, CALIF
433	Goscinny, René;;Sempé, Jean-Jacques	The chronicles of little Nicholas	NA	1993	Farrar Straus Giroux	New York
434	Roché, Henri-Pierre	Jules and Jim	Evans, Patrick	1993	Marion Boyars	New York
435	Verne, Jules	Adventures of the rat family ; a fairy tale	Copeland, Evelyn	1993	Oxford University Press	New York
436	Dedieu, Thierry	The little Christmas soldier	Wen, George	1993	H. Holt	New York
437	Bove, Emmanuel	A singular man	Di Bernardi, Dominic	1993	Marlboro Press	Marlboro, VT
438	Sand, George	Indiana	Hochman, Eleanor	1993	Signet Classics	New York
439	Fleutiaux, Pierrette	We are eternal : a novel	Leggatt, Jeremy	1994	Little, Brown	Boston, MASS
440	Gaudrat, Marie-Agnès	My first ABC	Herbst, Judith	1994	Barron's	New York
441	Cendrars, Blaise	Shadow;;(Free verse evocation of the eerie, shifting images of Shadow which represents the beliefs and ghosts of the past and is brought to life wherever there is light, fire, and a storyteller)	Brown, Marcia.	1994	Macmillan	New York
442	Redonnet, Marie	Hôtel splendid	Stump, Jordan	1994	University of Nebraska Press	Lincoln, NEBR
443	Rabelais, François	Gargantua and Pantagruel	NA	1994	Alfred A. Knopf	New York
444	Rimbaud, Arthur;;Washington, Peter	Poems	NA	1994	Alfred A. Knopf	New York
445	Labiche, Eugène;;et al.	A Flea in her rear, or, Ants in her pants : and other vintage French farces (The castrata / Eugène Scribe & Mélesville -- It's all relative / Eugène Labiche & Marc-Michel -- For love or monkey / Victorien Sardou -- Signor Nicodemo / Henri Meilhac & Ludovic Halévy -- Mardi Gras / Henri Meilhac & Ludovic Halévy -- Boubouroche, or, She dupes to conquer / Georges Courteline -- The poor beggar and the fairy godmother / Alphone Allais -- A fitting confusion / Georges Feydeau -- A flea in her rear, or, Ants in her pants / Georges Feydeau -- Going to pot / Georges Feydeau)	Shapiro, Norman R.	1994	Applause Theatre Book Publishers	New York
446	Barthes, Roland	Roland Barthes	Howard, Richard	1994	University of California Press	Berkeley, CALIF
447	Goux, Jean-Joseph	The coiners of language	Gage, Jennifer Curtiss	1994	University of Oklahoma Press	Norman, OKLA
448	Beller, Isi	Sacred fire	NA	1994	Arcade	New York
449	Martory, Pierre	The landscape is behind the door	Ashbery, John	1994	Sheep Meadow Press	Riverdale-on-Hudson, N.Y.
450	Bosquet, Alain	God's torment	Roditi, Edouard	1994	Ohio University Press	Athens, OHIO
451	Sollers, Philippe	Watteau in Venice : a novel	Manguel, Alberto	1994	Maxwell Macmillan International;;C. Scribner's Sons	New York;;New York
452	Leprince de Beaumont, Jeanne-Marie;;Perrault, Charles	Beauty and the beast; Blue Beard; Puss in Boots; The fairies; Little Tom Thumb; Ricky of the Tuft	NA	1994	Dover Publications	New York
453	Bruckner, Pascal	The divine child : a novel of prenatal rebellion	Neugroschel, Joachim	1994	Little, Brown	Boston, MASS
454	Baudelaire, Charles	Artificial paradises : Baudelaire's masterpiece on hashish	Diamond, Stacy	1996	Carol Publishing Group	Secaucus, N.J.
455	Maistre, Xavier de	Voyage around my room : selected works of Xavier deMaistre	Sartarelli, Stephen	1994	New Directions	New York
456	Yourcenar, Marguerite	A coin in nine hands : a novel	Katz, Dori	1994	University of Chicago Press	Chicago, ILL
457	Yourcenar, Marguerite	Fires	Katz, Dori	1994	University of Chicago Press	Chicago, ILL
458	Yourcenar, Marguerite	Two lives and a dream;;An obscure man -- A lovely morning -- Anna, soror.	Kaiser, Walter	1994	University of Chicago Press	Chicago, ILL
459	Smorkaloff, Pamela María	If I could write this in fire : an anthology of literature from the Caribbean	NA	1994	New Press	New York
460	Accad, Evelyne	The excised	Bruner, David Kincaid	1994	Three Continents Press	Colorado Springs, COLO
461	Urfé, Honoré d'	Astrea	Rendall, Steven	1994	Medieval and Renaissance Texts and Studies	Binghamton, N.Y.
462	La Fayette, Marie Madeleine de	Madame de La Fayette's The Princess of Clèves : a new translation	Alvarez-Detrell, Tamara;;Paulson, Michael G.	1994	University Press of America	Lanham, MD
463	Boudjedra, Rachid	The repudiation	Lambrova, Golda	1994	Three Continents Press	Colorado Springs, COLO
464	Lappin, Kendall E.	The muse spoke French : selected poems	NA	1994	Asylum Arts	Santa Maria, CALIF
465	Belletto, René	Machine	Goodman, Lanie	1993	Grove Press	New York
466	Gauthier, Bertrand	Zachary in I'm Zachary!	NA	1993	G. Stevens	Milwaukee, WIS
467	Hellings, Colette	Too little, too big	NA	1993	Chronicle Books	San Francisco, CALIF
468	Proust, Marcel	Time regained	Mayor, Andreas;;et al.	1993	Modern Library	New York
469	Pépin, Muriel;;Jensen, Patricia	Brave little fox	NA	1993	Reader's Digest	Pleasantville, N.Y.
470	Chottin, Ariane;;Jensen, Patricia	Little Goat's new horns	NA	1993	Reader's Digest	Pleasantville, N.Y.
471	Chottin, Ariane;;Jensen, Patricia	Little Kangaroo finds his way	NA	1993	Reader's Digest	Pleasantville, N.Y.
472	Clément, Claude;;Jensen, Patricia	Little Squirrel's special nest	NA	1993	Reader's Digest	Pleasantville, N.Y.
473	Gauthier, Bertrand	Zachary in The winner	NA	1993	Gareth Stevens	Milwaukee, WIS
474	Gauthier, Bertrand	Zachary in The present	NA	1993	Gareth Stevens	Milwaukee, WIS
475	Merveille, David	Thomas, the circus boy	NA	1993	H. Holt	New York
476	Proust, Marcel	The captive;;The fugitive	Enright, D. J.;;Kilmartin, Terence;;Scott-Moncrieff, C. K.	1993	Modern Library	New York
477	Gauthier, Bertrand	Zachary in the Wawabongbong	NA	1993	G. Stevens	Milwaukee, WIS
478	Gauthier, Bertrand	Zachary in Camping out	NA	1993	G. Stevens	Milwaukee, WIS
479	Atlan, Liliane	The passersby	Owens, Rochelle	1993	H. Holt	New York
480	Zuylen, Belle van	Letters of Mistress Henley published by her friend	Stewart, Philip;;Vaché, Jean	1993	Modern Language Association of America	New York
481	Sagan, Françoise	Evasion	Powell, Elfreda	1993	Curley Large Print	Hampton, N.H.
482	Le Clézio, Jean-Marie Gustave	The prospector	Marks, Carol	1993	David R. Godine	Boston, MASS
483	Grafigny, Françoise d'Issembourg d'Happoncourt de	Letters from a Peruvian woman	Kornacker, David	1993	Modern Language Association of America	New York
484	Balzac, Honoré de;;Diani, Marco	The bureaucrats	Foulkes, Charles	1993	Northwestern University Press	Evanston, ILL
485	Grumberg, Jean-Claude	The free zone;;The workroom	Temerson, Catherine	1993	Ubu Repertory Theater Publications	New York
486	Césaire, Ina;;et al.	New French-language plays: Martinique, Quebec, Ivory Coast, Belgium (preface by Rosette C. Lamont);;Fire's daughters / Ina Césaire -- The ship / Michèle Césaire -- Talk about love! / Paul Emond -- That old black magic / Koffi Kwahulé -- The orphan muses / Michel Marc Bouchard.	NA	1993	Ubu Repertory Theater Publications	New York
487	Japrisot, Sébastien	A very long engagement	Coverdale, Linda	1993	Farrar Straus Giroux	New York
488	Hugo, Victor	Toilers of the sea	Hapgood, Isabel Florence	1993	Atlantean Press	Milpitas, CALIF
489	Place, François	The last giants	Rodarmor, William	1993	David R. Godine	Boston, MASS
490	Japrisot, Sébastien	A very long engagement	Coverdale, Linda	1993	Plume	New York
491	Segal, Gilles	All the tricks but one	O'Connor, Sara.	1993	S. French	New York
492	Molière	The miser	Chambers, David	1993	Dramatists Play Service	New York
493	Molière	The imaginary cuckold, or, Sganarelle	Wilbur, Richard	1993	Dramatists Play Service	New York
494	Lokra	The lady and the fly : a story	NA	1992	Child's World	Mankato, MINN
495	Escudie, René	Paul and Sebastian : a story	NA	1992	Child's World	Mankato, MINN
496	Virilio, Paul	The lost dimension	Moshenberg, Daniel	1991	Semiotexte	New York
497	Degano, Marino;;Rocard, Ann	Hobee Scrogneenee	O'Donnell, Kakthy;;et al.	1990	Atomium Books	Wilmington, DEL
498	Degano, Marino;;Rocard, Ann	Hobee Scrogneenee at Joey's school	O'Donnell, Kathy;;et al.	1990	Atomium Books	Wilmington, DEL
499	Blanchot, Maurice	The writing of the disaster	Smock, Ann	1995	University of Nebraska Press	Lincoln, NEBR
500	Cocteau, Jean	The difficulty of being	Sprigge, Elizabeth	1995	Da Capo Press	New York
501	Claudel, Paul	Three plays : The hostage -- Crusts -- The humiliation of the father	Heard, John	1995	H. Fertig	New York
502	Camus, Albert	The plague	Gilbert, Stuart	1995	Vintage Books	New York
503	Lévy, Didier	Albert	NA	1995	Kingfisher	New York
504	Chapouton, Anne-Marie;;Claverie, Jean	Julian	NA	1995	Kingfisher	New York
505	Gréban, Arnoul	The mystery of the Passion	Giuliano, Paula	1995	Medieval & Renaissance Texts & Studies	Binghamton, N.Y.
506	Azama, Michel;;Frai, Martine;;Gallaire, Fatima;;Koltès, Bernard-Marie;;Laou, Julius Amédée;;Tremblay, Larry	Monologues: plays from Martinique, France, Algeria, Quebec: Another story; Night just before the forest; The sifter; All it takes is something small; Madame Bertin's testimony; Anatomy lesson	NA	1995	Ubu Repertory Theater Pub.	New York
507	Colette	The spirit of Burgundy: My mother's house; Sido	MacLeod, Enid;;Troubridge, Una Vicenz	1994	Aperture	New York
508	Louÿs, Pierre	Two erotic tales: Aphrodite; The songs of Bilitis	Harrison, Mary Hanson	1995	Evanston Pub.	Evanston, ILL
509	Cendrars, Blaise	Christmas at the four corners of the earth; Pen & ink drawings by Denzil Walker	Mathieu, Bertrand	1994	BOA Editions	Brockport, N.Y.
510	Geoffroy, Louis	Napoléon and the conquest of the world, 1812-1832: a fictional history	NA	1994	Campaign Press Publications	Oklahoma City OK
511	Rascal	Orson; Illustrated by Mario Ramos	NA	1995	Lothrop Lee and Shepard Books	New York
512	Tilly	A modest proposal	Miller, Richard	1994	Ubu Repertory Theater Publications; Distributed by Theatre Communications Group	New York
513	Hergé	The adventures of Tintin (4:) Red Rackham's treasure; The seven crystal balls; Prisoners of the sun;;(5:) Land of black gold; Destination moon; Explorers of the moon	Lonsdale-Cooper, Leslie;;Turner, Michel	1995	Little, Brown	Boston, MASS
514	Réage, Pauline	Return to the château; A girl in love	Estrée, Sabine d'	1995	Ballantine Books	New York
515	Pop, Vetuţa	Poeme	NA	1993	Cartea Aromână	Syracuse, N.Y.
516	Maupassant, Guy de	Pierre and Jean and, selected short stories	Bair, Lowell	1994	Bantam Books	New York
517	Verne, Jules	Twenty thousand leagues under the sea; The mysterious island; Journey to the center of the earth; Around the world in eighty days	NA	1994	Barnes & Noble Books	New York
518	Thérèse de l'Enfant Jésus	The poetry of Saint Thérèse of Lisieux	Kinney, Donald	1995	Institute of Carmelite Studies Publications	Washington, D.C.
519	Serres, Michel	Genesis	James, Geneviève;;Nielson, James	1995	University of Michigan Press	Ann Arbor, MICH
520	Reyes, Alina	The butcher and other erotica	NA	1995	Grove Press	New York
521	Apollinaire, Guillaume	Alcools: poems	Revell, Donald	1995	University Press of New England;;Wesleyan University Press	Hanover, N.H.;;Middletown, CT
522	Camus, Albert	The first man	Hapgood, David	1995	Alfred A. Knopf	New York
523	Yourcenar, Marguerite	How many years	Ascher, Maria Louise	1995	Farrar Straus Giroux	New York
524	Beckett, Samuel	Eleuthéria: a play in three acts	Brodsky, Michael	1995	Foxrock	New York
525	Bonnefoy, Yves	New and selected poems	NA	1995	University of Chicago Press	Chicago, ILL
526	Chedid, Andrée	The multiple child	Radke, Judith	1995	Mercury House	San Francisco, CALIF
527	Stendhal	The red and the black	Scott-Moncrieff, Charles Kenneth	1995	Modern Library	New York
528	Leroux, Gaston	The phantom of the opera (illustrated by Rick Daskam)	NA	1990	Easton Press	Norwalk, CONN
529	Charlier, Jean-Michel;;Moebius	Lieutenant Blueberry;;(1:) The iron horse -- (2:) Steelfingers	Lofficier, Jean-Marc;;Lofficier, Randy	1995	Epic Comics	New York
530	Schuler, Robert M.	Alchemical poetry, 1575-1700: from previously unpublished manuscripts	NA	1995	Garland	New York
531	Yourcenar, Marguerite	A blue tale and other stories;;The first evening;;An evil spell	Manguel, Alberto	1995	University of Chicago Press	Chicago, ILL
532	Sade, Donatien Alphonse François de;;Franceschina, John Charles;;Ohmart, Ben	Plays of the Marquis de Sade (1:) Count Oxtiern ; The bedroom ; The madness of misfortune ; The haunted tower ; The shyster;;(2:) The self-proclaimed philosopher ; Jeanne Lainé ; The twins ; Truth and treason ; Henriette and St. Clair	NA	1993	Hollowbrook Publishing	Durango, COLO
533	Lennard, Erica;;Premoli-Droulers, Francesca	Writers' houses	NA	1995	Vendome Press	New York
534	Markale, Jean	Merlin: priest of nature	Burke, Belle N.	1995	Inner Traditions International	Rochester, VT
535	Bouraoui, Nina	Forbidden vision	Marcus, Melissa	1995	Station Hill	Barrytown N.Y.
536	Mansour, Joyce	Screams	Gavronsky, Serge	1995	Post-Apollo Press	Sausalito, CALIF
537	Le-Tan, Pierre	Cleo's Christmas dreams	NA	1995	Chronicle Books	San Francisco, CALIF
538	Heller, Catherine	Snow White: the untold story	NA	1995	Carol Publishing Group	Secaucus, N.J.
539	Hugo, Victor	The hunchback of Notre Dame	Wheelwright, Rowland	1995	Gramercy Books	New York
540	Modiano, Patrick	Honeymoon	Wright, Barbara	1995	David R. Godine	Boston, MASS
541	Razvan;;Stupple, Deborah	Two little shoes	NA	1993	Bradbury Press	New York
542	Bove, Emmanuel	Night departure;;No place	Volk, Carol	1995	Four Walls Eight Windows	New York
543	Musset, Alfred de	Fantasio and other plays	Feingold, Michael	1993	Theatre Communications Group	New York
544	Gervais, Bernadette;;Pittau, Francesco	The tightrope walker	NA	1993	Lothrop Lee and Shepard Books	New York
545	Roy, Gabrielle	The road past Altamont	Marshall, Joyce	1993	University of Nebraska Press	Lincoln, NEBR
546	Alféri, Pierre	Natural gaits	Swensen, Cole	1995	Sun & Moon Press	Los Angeles, CALIF
547	Maalouf, Amin	The first century after Beatrice	Blair, Dorothy S.	1995	George Braziller	New York
548	Bastide, Jean-François de	The little house: an architectural seduction	el-Khoury, Rodolphe	1996	Princeton Architectural Press	New York
549	Fuzellier, Michel	Rufus recycles paper!	NA	1993	Child's World	St. Paul, MINN, Chicago, ILL
550	Scribe, Eugène	A glass of water	Cornthwaite, Robert	1995	Smith and Kraus	Lyme, N.H.
551	Verne, Jules	The annotated Jules Verne, From the earth to the moon	Miller, Walter James	1995	Gramercy Books	New York
552	Echenoz, Jean	Lac: a novel	Polizzotti, Mark	1995	David R. Godine	Boston, MASS
553	Jouve, Pierre Jean	Hélène	Davis, Lydia	1995	Marlboro Press;;Northwestern University Press	Evanston, ILL;;Evanston, ILL
554	Bove, Emmanuel	A singular man	Di Bernardi, Dominic	1995	Marlboro Press	Evanston, ILL
555	Darbelnet, Jean;;Vinay, Jean-Paul	Comparative stylistics of French and English: a methodology for translation	Hamel, M. J.;;Sager, Juan C.	1995	J. Benjamins	Philadelphia, PA
556	Gibrān, Khalīl	The eye of the prophet	Crosland, Margaret	1995	Frog	Berkeley, CALIF
557	Maalouf, Amin	Samarkand: a novel	Harris, Russell	1996	Interlink Publ.	New York
558	Balzac, Honoré de	The unknown masterpiece	Hobson, Charles	1993	Pacific Editions	San Francisco, CALIF
559	Verne, Jules	Five complete novels: Twenty thousand leagues under the sea; A journey to the center of the earth; From the earth to the moon; Round the moon; Around the world in eighty days	NA	1995	Gramercy Books	New York
560	Eluard, Paul	Shadows and sun: selected writings of 1913-1952	Alexander, Lloyd;;Buckley, Cicely	1995	Oyster River Press	Durham, N.H.
561	Molière	Amphitryon	Wilbur, Richard	1995	Dramatists Play Service	New York
562	Voltaire	Candide: and other writings: Zadig; Micromegas	NA	1995	Barnes & Noble Books	New York
563	Dadié, Bernard Binlin	An African in Paris	Hatch, Karen C.	1994	University of Illinois Press	Urbana, ILL
564	Queneau, Raymond	Raymond Queneau's Chêne et Chien : a translation with commentary	Velguth, Madeleine	1995	P. Land	New York
565	Balzac, Honoré de	Le Père Goriot	Raffel, Burton	1994	W.W. Norton	New York
566	Baudelaire, Charles;;Starr, Martin P.	Little poems in prose	Crowley, Aleister	1995	Teitan Press	Chicago, ILL
567	Molière	The school for husbands ; and, Sganarelle, or, The imaginary cuckold	Wilbur, Richard	1993	Harcourt Brace	San Diego, CALIF
568	Willems, Paul	Paul Willems' the drowned land ; and, La vita breve	Burgoyne, Suzanne;;Friedman, Donald Flanell	1994	Lang	New York
569	Hyvernaud, Georges	Skin and bones	Di Bernardi, Dominic	1994	Marlboro Press	Marlboro, VT
570	Izquierdo, Agustina	An indecent recollection	Weidmann, Paul	1994	Marlboro Press	Marlboro, VT
571	Bove, Emmanuel	The stepson	Favre-Gilly, Nathalie	1994	Marlboro Press	Marlboro, VT
572	Bédier, Joseph	The romance of Tristan and Iseult	Belloc, Hilaire;;Rosenfeld, Paul	1994	Vintage Books	New York
573	Out el Kouloub	Ramza	Nayra Atiya	1994	Syracuse University Press	Syracuse, N.Y.
574	Fénelon, François de Salignac de La Mothe	Telemachus, son of Ulysses	Riley, Patrick	1994	Cambridge University Press	New York
575	Zink, Michel	Medieval French literature: an introduction	Rider, Jeff	1995	Medieval & Renaissance Texts & Studies	Binghamton, N.Y.
576	Redonnet, Marie	Rose Mellie Rose, with the story of The triptych	Stump, Jordan	1994	University of Nebraska Press	Lincoln, NEBR
577	Redonnet, Marie	Forever valley	Stump, Jordan	1994	University of Nebraska Press	Lincoln, NEBR
578	Paulhan, Jean	Progress in love on the slow side (with an essay by Maurice Blanchot ; introduction by Michael Syrotinski)	Laennec, Christine Moneera;;et al.	1994	University of Nebraska Press	Lincoln, NEBR
579	Eberhardt, Isabelle	Departures : selected writings	Hamdy, Karim;;Rice, Laura	1994	City Lights Books	San Francisco, CALIF
580	Jardin, Alexandre	Fanfan	Penwarden, Charles	1994	St. Martin's Press	New York
581	Gavronsky, Serge	Toward a new poetics : contemporary writing in France : interviews, with an introduction and translated texts	NA	1994	University of California Press	Berkeley, CALIF
582	Hébert, Anne	Day has no equal but night: poems	Poulin, A.	1994	BOA Editions	Brockport, N.Y.
583	Wiesel, Elie	The forgotten	Becker, Stephen	1992	Schocken Books	New York
584	Brunhoff, Jean de	A B C  de Babar	NA	1995	Random House	New York
585	Oyono, Eric	Gollo and the lion	NA	1994	Hyperion Books for Children	New York
586	Dumas, Alexandre	Queen Margot, or, Marguerite de Valois	NA	1994	Hyperion	New York
587	Belamri, Rabah	Shattered vision	Harter, Hugh A.	1995	Holmes and Meier	New York
588	Magritte, René;;Robbe-Grillet, Alain	La belle captive : a novel	Stoltzfus, Ben	1995	University of California Press	Berkeley, CALIF
589	Bourdouxhe, Madeleine	La femme de Gilles	Evans, Faith	1994	Northwestern University Press	Evanston, ILL
590	Zola, Émile	L'assommoir	Mauldon, Margaret	1995	Oxford University Press	New York
591	Kristeva, Julia	The old man and the wolves	Bray, Barbara	1994	Columbia University Press	New York
592	Rouaud, Jean	Of illustrious men: a novel	Wright, Barbara	1994	Arcade	New York
593	Bontempelli, Bruno	The traveler's tree	Coverdale, Linda	1994	New Press	New York
594	Saint-Amand, Pierre	The libertine's progress: seduction in the eighteenth-century French novel	Gage, Jennifer Curtiss	1994	University Press of New England	Hanover, N.H.
595	Nimier, Marie	The giraffe	Feeney, Mary	1995	Four Walls Eight Windows	New York
596	Brassaí, Gyula Halász	Henry Miller, the Paris years	Bent, Timothy	1995	Arcade	New York
597	Céline, Louis-Ferdinand	London Bridge : Guignol's Band II	Di Bernardi, Dominic	1995	Dalkey Archive Press	Normal, ILL
598	Beaumarchais, Pierre Augustin Caron de	The marriage of Figaro	Sahlins, Bernard	1994	I.R. Dee	Chicago, ILL
599	Boudjedra, Rachid	The repudiation	Lambrova, Golda	1995	Three Continents Press	Colorado Springs, COLO
600	Balzac, Honoré de	Mercadet : the Napoleon of finance : a comedy in three acts	Cornthwaite, Robert	1994	Smith and Kraus	Lyme, N.H.
601	Molière	Amphitryon	Wilbur, Richard	1995	Harcourt Brace	New York
602	Missac, Pierre	Walter Benjamin's Passages	Nicholsen, Shierry Weber	1995	Mit Press	Cambridge, MASS
603	NA	The honeysuckle and the hazel tree: medieval stories of men and women	Terry, Patricia	1995	University of California Press	Berkeley, CALIF
604	Chraïbi, Driss	Inspector Ali	MacGlashan, Lara	1994	Three Continents Press	Colorado Springs, COLO
605	Rostand, Edmond	Edmond Rostand's Cyrano de Bergerac	Marowitz, Charles	1995	Smith and Kraus	Lyme, N.H.
606	Baudelaire, Charles	Selected poems from "Flowers of evil"	Fowlie, Wallace	1995	Dover Publications	New York
607	Colette	The vagabond	McLeod, Enid	1995	Wings Books	New York
608	Genette, Gérard	Mimologics	Morgan, Thaïs E.	1995	University of Nebraska Press	Lincoln, NEBR
609	Calame, Claude	The craft of poetic speech in ancient Greece	Orion, Janice	1995	Cornell University Press	Ithaca, N.Y.
610	Sand, George	The Castle of Pictures and other stories : a grandmother's tales;;What flowers say -- The Bug-Eyed Fairy -- The Talking Oak -- The Castle of Pictures.	Hirko, Holly Erskine	1994	Feminist Press at the City University of New York	New York
611	Kessler, Joan C.	Demons of the night : tales of the fantastic, madness, and the supernatural from nineteenth-century France	NA	1995	University of Chicago Press	Chicago, ILL
612	Colette	Chéri;;The last of Chéri	NA	1995	Wings Books	New York
613	Makward, Christiane P.;;Miller, Judith Graves	Plays by French and Francophone women : a critical anthology (with an annotated bibliography by Cynthia Running-Johnson)	NA	1994	University of Michigan Press	Ann Arbor, MICH
614	International Shakespeare Association;;Maguin, Jean-Marie;;Willems, Michèle	French essays on Shakespeare and his contemporaries : "what would France with us?"	NA	1995	University of Delaware Press	Newark, DEL
615	Blanchot, Maurice	The work of fire	Mandell, Charlotte	1995	Stanford University Press	Stanford, CALIF
616	Dumas, Alexandre	The three musketeers (adapt.)	Weissman, Alan	1994	Dover Publications	New York
617	Fromental, Jean-Luc	Broadway chicken	NA	1995	Hyperion Books for Children	New York
618	Condé, Maryse	Crossing the Mangrove	Philcox, Richard.	1995	Doubleday;;Anchor Books	New York;;New York
619	Duras, Claire de Durfort	Ourika: an English translation	Fowles, John	1994	Modern Language Association of America	New York
620	Bensmaïa, Réda	The year of passages	Conley, Tom	1995	University of Minnesota Press	Minneapolis, MINN
621	Fiechter, Jean-Jacques	Death by publication	NA	1995	Arcade	New York
622	Bianciotti, Hector	What the night tells the day	Coverdale, Linda	1995	New Press	New York
623	Butor, Michel	Portrait of the artist as a young ape: a caprice	Di Bernardi, Dominic	1995	Dalkey Archive Press	Normal, ILL
624	Yourcenar, Marguerite	Memoirs of Hadrian ; and, Reflections on the composition of Memoirs of Hadrian	Frick, Grace;;Yourcenar, Marguerite	1995	Modern Library	New York
625	Daumal, René	You've always been wrong	Vosten, Thomas	1995	University of Nebraska Press	Lincoln, NEBR
626	Maalouf, Amin	The rock of Tanios	Blair, Dorothy S.	1994	G. Braziller	New York
627	Raczymow, Henri	Writing the Book of Esther	Katz, Dori	1995	Holmes and Meier	New York
628	Herbst, Judith;;Vacher, Jean-Jacques	Festival of animals	NA	1995	Barron's	Hauppauge, N.Y.
629	Herbst, Judith;;Vacher, Jean-Jacques	Festival of colors	NA	1995	Barron's	New York
630	Sainte-Beuve, Charles Augustin de	Volupté: the sensual man	Rose, Marilyn Gaddis.	1995	State University of New York Press	Albany, N.Y.
631	Staël-Holstein, Anne Louise Germaine de	Delphine	Goldberger, Avriel H.	1995	Northern Illinois University Press	DeKalb, ILL
632	Ernaux, Annie	A frozen woman	Coverdale, Linda	1995	Four Walls Eight Windows	New York
633	Ferdeghini, Marina;;Niggi, Paola	Italian on location	Piluso, Robert V.	1992	Barron's	Hauppauge, N.Y.
634	Gide, André	The immoralist	Howard, Richard	1996	Vintage International	New York
635	Mallarmé, Stéphane	Collected poems	Weinfield, Henry	1994	University of California Press	Berkeley, CALIF
636	Hugo, Victor	Three plays by Victor Hugo: Hernani; The king amuses himself; Ruy Blas	Crosland, C.;;Slous, F. L.	1995	Howard Fertig	New York
